,book title,ratings,avg_score,author,score,votes
2705,As palavras não ditas,32,4.88,Gabriel F. Passos,"99,",1
2706,"Magic Corrupts, Magic Conquers (Warrior of the Divine Sword, #2)",5,4.80,A.J. Locke,"99,",1
2707,Pedigree Crush with a Twisted Gene,31,4.74,Katherine Black,"99,",1
2708,One Last Stop,"178,212",3.98,Casey McQuiston,"99,",1
2709,On Earth We're Briefly Gorgeous,"224,152",4.05,Ocean Vuong,"99,",1
2710,Sinful Lust (Sinful #2),84,4.02,Sanjana Nidhi,"99,",1
2711,Lie With Me,"23,368",4.26,Philippe Besson,"99,",1
2712,"Always Practice Safe Hex (Stay a Spell, #4)","4,143",4.31,Juliette Cross,"99,",1
2713,L'arte di ascoltare i battiti del cuore,"77,544",4.02,Jan-Philipp Sendker,"99,",1
2714,"The Spanish Love Deception (Spanish Love Deception, #1)","483,497",3.91,Elena  Armas,"99,",1
2715,A Brush With Fame,61,3.36,Melinda Hazen,"99,",1
2716,Il vento non sa leggere,122,3.93,Richard   Mason,"99,",1
2717,Book Lovers,"592,349",4.21,Emily Henry,"99,",1
2718,Song For Someone,avg,it,K.D. Sherrinford,"99,",1
2719,"In Dreams (The Dream, #1)","1,196",3.64,J. Sterling,"98,",1
2720,"My Sunshine (Kendrick/Coulter/Harrigan, #6)","5,240",4.17,Catherine Anderson,"98,",1
2721,A Rose to the Fallen,255,3.43,April Bostic,"98,",1
2722,The English Patient: A Screenplay,885,3.87,Anthony Minghella,"98,",1
2723,"The Charmer (Darklands, #1)","2,373",3.80,Autumn Dawn,"98,",2
2724,"Things Fall Apart (The African Trilogy, #1)","343,608",3.72,Chinua Achebe,"98,",1
2725,Heart of Steel,"2,746",3.78,Jennifer Probst,"98,",1
2726,"What Kills Me (What Kills Me, #1)","2,848",3.98,Wynne Channing,"98,",1
2727,Love on the Dark Side,47,3.62,Mathilde Madden,"98,",1
2728,Cryer's Cross,"10,819",3.73,Lisa McMann,"98,",1
2729,Eternity,34,4.18,Kim Carmichael,"98,",1
2730,Dating Delaney,59,3.76,K. Larsen,"98,",1
2731,Coming Up Roses,"1,883",4.13,Catherine Anderson,"98,",1
2732,"Yankee Stranger (Williamsburg, #2)",873,4.42,Elswyth Thane,"98,",1
2733,El Protector,530,3.58,Isabel Keats,"98,",1
2734,"The Bet (Persaud Girl, #1)",25,3.72,Teisha Mott,"98,",1
2735,The Genius and the Muse,"2,725",4.17,Elizabeth   Hunter,"98,",1
2736,Asking for Trouble,"8,716",3.61,Elizabeth Young,"98,",1
2737,"Hard to Love (Hard to Love, #1)","21,831",3.80,Kendall Ryan,"98,",1
2738,Chateau of Flowers,258,3.81,Margaret Rome,"98,",1
2739,Mistress to the Beast (Urban Fairytales #1),"2,463",3.71,Eve Vaughn,"98,",1
2740,Five Days in Paris,"9,227",3.61,Danielle Steel,"98,",1
2741,Illicit Relations,44,3.48,Lucy Felthouse,"98,",1
2742,"Fall for Me (Danvers, #3)",avg,really,Sydney Landon,"98,",1
2743,"Destiny (Destiny, #1)",69,3.87,Deborah Ann,"98,",1
2744,Masumiyet Müzesi,"29,952",3.77,Orhan Pamuk,"98,",1
2745,"Breaking the Rules (The Breaking Series, #1)",37,4.41,Nicole Sturgill,"98,",1
2746,رابعة العدوية ( نصوص مسرحية #106 (,4,3.50,نادية البنهاوي,"98,",1
2747,"Captain Jack's Woman (Bastion Club, #0)","5,563",3.98,Stephanie Laurens,"98,",1
2748,"Rebel Yells (Apishipa Creek Chronicles,  #1)",305,3.88,Rain Carrington,"98,",1
2749,"Dante's Amulet (Coriola, #2)",12,4.58,Melinda De Ross,"98,",1
2750,Cupid's Mistake,26,3.77,Chantilly White,"98,",1
2751,Riptide,231,4.02,Amber Lea Easton,"98,",1
2752,A Man Cannot Cry,101,4.34,Gloria Keverne,"98,",1
2753,State of Ecstasy (LaCasse #1),92,4.28,Ju Ephraime,"98,",1
2754,Beethoven's Immortal,avg,really,Jeff Fuell,"98,",1
2755,"Until Trevor (Until, #2)","32,161",4.16,Aurora Rose Reynolds,"98,",1
2756,"Spring Shadows (Seasons of Love, #3)",163,4.19,Jennifer Gracen,"98,",1
2757,With the Father (With the Father #1),998,3.77,Jenni Moen,"98,",1
2758,Of Angels and Orphans,15,4.27,Barbara T. Cerny,"98,",1
2759,Blocked,985,3.67,Jennifer Lane,"98,",1
2760,Lethal Attraction,112,4.23,Diana Duncan,"98,",1
2761,Since All Is Passing,12,4.75,Elizabeth Delisi,"98,",1
2762,"Hinter der Finsternis (Schattentraum, #1)","1,516",3.96,Mona Kasten,"98,",1
2763,The Vampire's House of Pleasure Part 1 (The Vampire's House of Pleasure #1),37,3.92,Rose Wynters,"98,",1
2764,How Bridge McCoy Learned To Say I Love You,31,4.48,Robert K. Swisher Jr.,"98,",1
2765,The Siren,"79,418",3.71,Kiera Cass,"98,",1
2766,The Rules of Love (The Hampton Road Club #2),151,3.88,Morticia Knight,"98,",1
2767,"Heartless (Chasing Hearts, #1)",682,3.93,Vanessa Marie,"98,",1
2768,"Let's Misbehave (Summerhill, #3)","1,051",4.12,Kate Perry,"98,",1
2769,"High Plains Heartbreak (Love on the High Plains, #3)",92,4.23,Simone Beaudelaire,"98,",1
2770,A Safe Surrender (Donnelley Brothers Book Two),108,4.09,Alannah Carbonneau,"98,",1
2771,Who is Max (Sex Stories for Adults #1),3,4.67,Stephanie Rose,"98,",1
2772,My Sweet Valentine,"1,079",4.02,Jill Sanders,"98,",1
2773,The Pirate and the Pagan,avg,really,Virginia Henley,"98,",1
2774,Hers For A While,94,4.19,Danica Chandler,"98,",1
2775,Falling For Love (Beyond Love series #2),90,4.46,Vicki Green,"98,",1
2776,"Rules for Reforming a Rake (Farthingale, #3)",809,4.29,Meara Platt,"98,",1
2777,"The Raven (The Florentine, #1)",avg,really,Sylvain Reynard,"98,",1
2778,"Juan del Diablo (Corazón Salvaje, #3)",254,4.20,Caridad Bravo Adams,"98,",1
2779,"Once Tempted (Silver Creek, #1)",844,3.91,Laura Moore,"98,",1
2780,"Bitter Sweet Love (Twisted, #1)",420,3.73,R.C. Stephens,"98,",1
2781,Night of the Gypsies,11,4.45,Elizabeth Kales,"98,",1
2782,Premeditated Marriage,127,3.69,B.J. Daniels,"98,",1
2783,"The Line Between (The Line Between, #1)","4,739",3.90,Tamsyn Bester,"98,",1
2784,Yvain: The Knight of the Lion,"3,219",3.60,Chrétien de Troyes,"98,",1
2785,"The Syrian Virgin (The Syrian Virgin, #1)",435,3.96,Zack Love,"98,",1
2786,"Virtue's Lady (The Southwark Saga, #2)",76,4.11,Jessica Cale,"98,",1
2787,One Night with the Prince,"1,429",3.97,T.M. Mendes,"98,",1
2788,"Everything I Shouldn't / Everything I Need (Nashville Nights, #2-3)",263,4.28,Stacey Lewis,"98,",1
2789,"Sugar Rush (Friend-Zoned, #3)","9,482",4.18,Belle Aurora,"98,",2
2790,"Jared (Shadow Wranglers, #2)","1,175",4.01,Sarah McCarty,"98,",1
2791,Bigger the Secrets: Greater the Passion,avg,really,Laura Jane Hermanson,"98,",1
2792,One,"9,103",4.38,Jewel E. Ann,"98,",1
2793,"Now and Then (Now, #1)","6,859",3.78,Brenda Rothert,"98,",1
2794,Amore ti odio,4,3.75,Mercy Molinari,"98,",1
2795,Love Addicts Anonymous: Part One,305,3.71,J.C. Reed,"98,",1
2796,"Shades of Milk and Honey (Glamourist Histories, #1)","16,102",3.49,Mary Robinette Kowal,"98,",1
2797,"No Man's Mistress (Mistress Trilogy, #2)","5,256",3.77,Mary Balogh,"98,",1
2798,A Memoir of Carl (Ravens Deep #3),avg,really,Jane  Jordan,"98,",1
2799,Finding Beautiful (Beautifully Broken #1),360,3.76,Amanda Kaitlyn,"98,",1
2800,Sentinel,143,4.26,Michelle St. James,"98,",1
2801,The Last Confession,17,4.24,Pat Kelley Brunjes,"98,",1
2802,Melting Steel,"1,630",4.01,C.M. Seabrook,"98,",1
2803,Cane,44,4.43,Lacey Alpha,"98,",1
2804,"Asher (Inked Brotherhood, #1)","10,230",3.84,Jo Raven,"98,",1
2805,Clarissa and the Cowboy,439,3.69,Alix Nichols,"98,",1
2806,"Exposure (Love Story, #8)",249,4.01,Tracy Ewens,"98,",1
2807,"Sweet Southern Hearts (A Willow Hill Novel, #3)",152,4.39,Susan Schild,"98,",1
2808,"Beneath These Lies (Beneath, #5)","9,816",4.41,Meghan March,"98,",1
2809,Bittersweet Passion,480,3.34,Lynne Graham,"98,",1
2810,"Chips in a Bag Classy Mr Murray: A heartwarming love story blended with elements of deception, love lost, suspense and redemption.",21,3.90,Margaret  Kelleher,"98,",1
2811,The Summer of Impossible Things,"6,108",3.97,Rowan Coleman,"98,",1
2812,Little Maryam: A second chance romance with a shocking twist,139,4.17,Hamid Baig,"98,",1
2813,Photographer's Dream,6,4.67,Ronder Scott,"98,",1
2814,"Wedding the Highlander (Highlander, #3)","3,989",4.31,Janet Chapman,"98,",1
2815,El lamento de los abedules,42,3.69,Enara de la Peña,"98,",1
2816,The Road Back,17,4.71,Marla Machado,"98,",1
2817,The Hummingbird Effect,avg,it,S.P. Jordans,"98,",1
2818,Coming Home to Ottercombe Bay (Ottercombe Bay #1-4),920,4.11,Bella Osborne,"98,",1
2819,"Thrown Off Track (License to Love, #1)",95,3.64,Tamsen Parker,"98,",1
2820,"The Woodsman (Enchanted Lovers, #1)",103,3.99,Belle Scarlett,"98,",1
2821,Xavier:,169,4.47,D.M. Mortier,"98,",1
2822,"Savage Mafia Prince (Dangerous Royals, #3)","2,040",4.11,Annika Martin,"98,",1
2823,Maryann,avg,it,Zoe Jasmine,"98,",1
2824,Warnings & Wildfires,"1,075",4.30,Autumn Jones Lake,"98,",1
2825,Saving Jasmine,avg,really,Rose Nickol,"98,",1
2826,"Faith and Love (The Silver Springs University Series, #2)",4,4.75,Cecelia Hopkins-Drewer,"98,",1
2827,Mambo in Chinatown,"5,099",3.75,Jean Kwok,"98,",1
2828,"The Highwayman (Victorian Rebels, #1)","15,914",4.10,Kerrigan Byrne,"98,",1
2829,"Deceived & Honoured: The Baron's Vexing Wife (Love's Second Chance: Tales of Lords and Ladies, #5)",938,4.28,Bree Wolf,"98,",1
2830,"Kings of Mayhem (Kings of Mayhem MC, #1)","4,529",4.09,Penny Dee,"98,",1
2831,"Light of My Heart (Duke of Rutland, #2)",120,3.89,Elizabeth St. Michel,"98,",1
2832,Starlight,72,3.71,Patricia Hagan,"98,",1
2833,"The Justice Brothers Box Set (Justice Brothers, #1-3)","1,369",4.39,Suzanne Halliday,"98,",1
2834,Captive of the Dark Elves,20,3.35,M.  Kay,"98,",1
2835,"Baking With A Rockstar (Brooksville, #1)","1,460",3.99,Jasmin Miller,"98,",1
2836,Pass me By (BFF #1),222,4.23,Kyra Fox,"98,",1
2837,"Dialogue Prompt: ""We Are Not Alone In The Universe!""",41,3.93,Bryant Johnson,"98,",1
2838,"All Scot and Bothered (Devil You Know, #2)","3,600",3.89,Kerrigan Byrne,"98,",1
2839,A Useful Idiot,11,4.09,Kenyon Kane,"98,",1
2840,"My Love, A Liar (Small Town Girl Romance #2)",124,4.12,Ruchi Singh,"98,",1
2841,Before I Called You Mine,"2,320",4.27,Nicole Deese,"98,",1
2842,Memories in the Locker,95,4.17,Shobana Mahadevan,"98,",1
2843,Water Bearer (Southern Skies Collection Book 1),20,4.35,Wendi Christner,"98,",1
2844,The Lost Clan Trilogy,"1,022",4.34,Olivia Wildenstein,"98,",1
2845,A rose should be red: Part 1 - Secrets,56,3.86,Akaku Red,"98,",1
2846,Gilded Lies (Frequency Series Book 1),26,4.50,Lin Lustig,"98,",1
2847,pretty young ting,avg,it,Amber Dwyer,"98,",1
2848,I Don't Love You : A Contemporary Romance Novel of Fiery Passion and Deceitful Love Triangles,avg,it,Vanessa Tello,"98,",1
2849,"Milky Way Tango (Belt Stories, #1)",11,4.18,Roger Alan Bonner,"98,",1
2850,Remembering Hope,24,4.62,Parastoo Rezai,"98,",1
2851,Precious Bane,"2,926",4.21,Mary Webb,"98,",1
2852,Love in Hollywood,3,3.67,Missi Angel,"98,",1
2853,Dauntless Hearts,18,3.83,Lincoln Tuvelais,"98,",1
2854,Adam și Eva,"6,582",4.17,Liviu Rebreanu,"98,",1
2855,Ride For Love,35,4.66,Tatum James,"98,",1
2856,Meet Me in St. Louis,27,3.93,Heather  Schneider,"98,",1
2857,"Her Dark Soul (Dark Spell, #1)",121,3.66,Isra Sravenheart,"98,",1
2858,The Necromancer's Love (Undertakers Inc. #3),24,4.50,J.C. Compton,"98,",1
2859,"Fatal Cure (Secrets and the City, #2)","1,135",4.12,Kathy Lockheart,"98,",1
2860,Poemas Illu'minados,avg,it,Gabriel F. Passos,"98,",1
2861,Pirate's Protector,70,4.07,Lisa Kessler,"98,",1
2862,Dark Around The Edges,14,4.86,Katherine Black,"98,",1
2863,You Should See Me in a Crown,"37,660",4.12,Leah  Johnson,"98,",1
2864,Sinful Liaisons (Sinful #1),164,3.76,Sanjana Nidhi,"98,",1
2865,"Promises (Coda Books, #1)","11,379",4.03,Marie Sexton,"98,",1
2866,"Don't Hex and Drive (Stay a Spell, #2)","6,433",4.14,Juliette Cross,"98,",1
2867,Audition,"10,297",3.52,Ryū Murakami,"98,",1
2868,Il dottor Živago,"92,336",4.01,Boris Pasternak,"98,",1
2869,Edge of Eighteen,30,4.13,Melinda Hazen,"98,",1
2870,Beach Read,"716,944",4.04,Emily Henry,"98,",1
2871,Teenage Mermaid,"1,225",3.68,Ellen Schreiber,"97,",1
2872,Home Before Dark,"2,777",3.98,Susan Wiggs,"97,",1
2873,Played,"1,265",4.05,Dana  Davidson,"97,",1
2874,Beautiful Disaster,"1,044",4.08,Laura Spinella,"97,",1
2875,"Loose Ends (Steele Street, #11)",934,4.27,Tara Janzen,"97,",1
2876,Sweet Hush,"1,563",3.96,Deborah Smith,"97,",1
2877,Amazon Lily,625,3.84,Theresa Weir,"97,",1
2878,"Elixir (Elixir, #1)","13,341",3.52,Hilary Duff,"97,",1
2879,"Descended by Blood (Vampire Born, #1)","1,449",3.89,Angeline Kace,"97,",1
2880,"One Whisper Away (Ladies in Waiting, #1)",585,3.75,Emma Wildes,"97,",2
2881,Never Laugh At Love,295,3.63,Barbara Cartland,"97,",1
2882,City of the Damned,82,4.16,Everly Drummond,"97,",1
2883,Just Like You,avg,it,Gavin Gaile,"97,",1
2884,"Desde donde se domine la llanura (Las guerreras Maxwell, #2)","3,104",4.10,Megan Maxwell,"97,",1
2885,The Dust of 100 Dogs,"3,311",3.63,A.S. King,"97,",1
2886,"Surrender to the Devil (Scoundrels of St. James, #3)",avg,really,Lorraine Heath,"97,",1
2887,Snow Falling on Cedars,"180,927",3.85,David Guterson,"97,",2
2888,Closure,270,3.58,Kim Carmichael,"97,",1
2889,Indelible Love - Emily's Story,"2,460",3.68,D.W. Cee,"97,",1
2890,Saving Caroline,97,3.89,K. Larsen,"97,",1
2891,"Lucky Penny (Coulter Historicals, #4)","2,706",4.06,Catherine Anderson,"97,",1
2892,"Living Nightmare (Sentinel Wars, #4)","2,769",4.26,Shannon K. Butcher,"97,",1
2893,Algo más que vecinos,"1,883",3.50,Isabel Keats,"97,",1
2894,"Starting Over (Treading Water, #3)","3,151",4.49,Marie Force,"97,",1
2895,Starstruck,"1,082",3.29,Cyn Balog,"97,",1
2896,Fire and Hemlock,"10,152",3.97,Diana Wynne Jones,"97,",1
2897,"Emily: Sex & Sensibility (The Wilde Sisters, #1)","1,685",3.74,Sandra Marton,"97,",1
2898,"Ravishing in Red (The Rarest Blooms, #1)","4,720",3.78,Madeline Hunter,"97,",1
2899,"I Remember (Remembrance, #1)",46,4.07,Cynthia P. O'Neill,"97,",1
2900,The Future of Us,"46,652",3.57,Jay Asher,"97,",1
2901,"Grand Slam (Raw Talent, #1)",50,3.64,Lily Harlem,"97,",1
2902,Good Girls Don't,494,3.69,Kelley St. John,"97,",1
2903,"Crash into You (Loving on the Edge, #1)","6,194",3.93,Roni Loren,"97,",1
2904,"Not Planning on You (Danvers, #2)","8,790",4.03,Sydney Landon,"97,",1
2905,"Beg (Songs of Submission, #1)","15,592",3.92,C.D. Reiss,"97,",1
2906,كيف تسعدين زوجك,7,3.29,علي عبد العال الطهطاوي,"97,",1
2907,"The Boys of Summer (Summer, #1)","5,203",3.96,C.J. Duggan,"97,",1
2908,Out of the Gate,162,3.73,E.M. Lynley,"97,",1
2909,"Veel geluk, professor!",284,3.51,Aster Berkhof,"97,",1
2910,"Falling for My Husband (British Billionaires, #1)","4,746",3.72,Pamela Ann,"97,",1
2911,Unwrapped,150,3.33,Chantilly White,"97,",1
2912,Kiss Me Slowly,111,4.39,Amber Lea Easton,"97,",1
2913,"Catch My Breath (The Breathless Series, #1)",176,3.80,Lynn Montagano,"97,",1
2914,Night Shall Overtake Us,228,3.94,Kate Saunders,"97,",1
2915,Temptation to Sin,65,4.45,Ju Ephraime,"97,",1
2916,Across Time,15,3.87,Jeff Fuell,"97,",1
2917,Better Off Without Him,"5,896",4.05,Dee Ernst,"97,",1
2918,Choices,5,4.40,Carole McKee,"97,",1
2919,"Present Perfect (Perfect, #1)","14,771",4.01,Alison G. Bailey,"97,",1
2920,"Full Measures (Flight & Glory, #1)","18,139",4.21,Rebecca Yarros,"97,",1
2921,"Penalty Clause (Sutton Capital, #2)",680,4.04,Lori Ryan,"97,",1
2922,I Capture the Castle,avg,really,Dodie Smith,"97,",1
2923,"Forever His (Stolen Brides, #2)","3,107",3.92,Shelly Thacker,"97,",1
2924,Trust In Me,153,3.56,Lori Toland,"97,",1
2925,Saving Sam,143,3.84,J.M. Northup,"97,",1
2926,Counting Stars (Donnelley Brothers Book One),189,4.19,Alannah Carbonneau,"97,",1
2927,"Stepbrother: Secret Baby (Forbidden Pregnant, #3)",88,3.41,Ethan Cox,"97,",1
2928,The Songbird's Seduction,493,3.84,Connie Brockway,"97,",1
2929,Wild Bride (West #7),426,4.35,Jill Sanders,"97,",1
2930,"Faith & Fidelity (Faith, Love, & Devotion, #1)","10,095",3.99,Tere Michaels,"97,",1
2931,"Under Different Stars (Kricket, #1)","19,349",4.20,Amy A. Bartol,"97,",1
2932,Roomies,"6,040",3.61,Lindy Zart,"97,",1
2933,Disarm,24,3.25,Danica Chandler,"97,",1
2934,Country Heaven (Country Love Series #1),avg,really,Vicki Green,"97,",1
2935,"On the Rocks (Last Call, #1)","9,034",3.97,Sawyer Bennett,"97,",2
2936,Napoleon (Layers of Veronica # 1),41,3.83,Emilia I. Rutigliano,"97,",1
2937,The Woman He Loved Before,"8,124",4.08,Dorothy Koomson,"97,",1
2938,"Once Tasted (Silver Creek, #2)",526,4.09,Laura Moore,"97,",1
2939,Defining Moments,270,4.24,Jacquelin Thomas,"97,",1
2940,Winner Takes All: Rules of the Game/The Name of the Game,"2,707",3.86,Nora Roberts,"97,",1
2941,"The Perils of Pleasure (Pennyroyal Green, #1)","7,345",3.73,Julie Anne Long,"97,",1
2942,"Big Rock (Big Rock, #1)","32,815",3.93,Lauren Blakely,"97,",1
2943,"Looking for Trouble (Nashville U, #1)","1,045",3.75,Stacey Lewis,"97,",1
2944,"Fighting Solitude (On the Ropes, #3)","7,952",4.44,Aly Martinez,"97,",1
2945,Right (Wrong #2),"23,206",4.10,Jana Aston,"97,",1
2946,Walking Back to Georgia (Guitar Face #3),378,4.63,Sasha Marshall,"97,",1
2947,"Fallacy (Apprehensive, #1)",446,4.12,Kimberly Bracco,"97,",1
2948,After School With Mr. Obnoxious,219,3.67,Leigh Frankie,"97,",1
2949,Mai dire amore,4,4.25,Mercy Molinari,"97,",1
2950,Charming,111,4.31,Jennifer    Miller,"97,",1
2951,Lucy Sullivan Is Getting Married,"49,042",3.77,Marian Keyes,"97,",1
2952,"Styxx (Dark-Hunter, #22)","21,650",4.58,Sherrilyn Kenyon,"97,",1
2953,Operation Sex Kitten (San Diego Social Scene Book 1),785,4.11,Tess Summers,"97,",1
2954,Covenant (Vengeful King #1),408,4.18,Michelle St. James,"97,",1
2955,"Before the Scandal (Notorious Gentlemen, #2)","1,867",3.82,Suzanne Enoch,"97,",1
2956,The Persian Woman,21,4.48,Thomas Booker,"97,",1
2957,"The Darker Side of Cane (The Darker Side of Cane, #1)",210,4.28,Lacey Alpha,"97,",1
2958,"Limits of Destiny (Limits of Destiny, #1)",512,3.86,Sharlyn G. Branson,"97,",1
2959,"Melt Into Me (For the Love of St. Pete, #1)",avg,it,Shawna Grace,"97,",1
2960,"The Sweet, Terrible, Glorious Year I Truly, Completely Lost It","2,370",3.85,Lisa Shanahan,"97,",1
2961,"Devil's Cub (Alastair-Audley, #2)","15,338",4.22,Georgette Heyer,"97,",1
2962,The Pact,"25,197",3.86,Karina Halle,"97,",1
2963,Bond of Hatred,"2,729",3.88,Lynne Graham,"97,",1
2964,The Woman Who Met Her Match,"3,612",4.05,Fiona Gibson,"97,",1
2965,"I'll Bring You Buttercups (Suttons, #1)",196,4.21,Elizabeth Elgin,"97,",1
2966,The Girl Who Forgot The Butterflies,11,4.36,Marsha Heather Graham,"97,",1
2967,"Never Dare a Wicked Earl (Infamous Lords, #1)","1,230",3.89,Renee Ann Miller,"97,",1
2968,Brokeback Mountain,"38,103",3.97,Annie Proulx,"97,",1
2969,Rising (Vincent and Eve #1),"4,062",4.18,Jessica Ruben,"97,",1
2970,"On the Brink of Passion (Snow & Ice Games, #5)",85,3.51,Tamsen Parker,"97,",1
2971,Relentless Pursuit (British Billionaires #2),343,4.41,D.M. Mortier,"97,",1
2972,The Krinar Captive,"2,446",3.93,Anna Zaires,"97,",1
2973,"The Hotter They Come (Romancing the Seas, #1)",22,4.27,Roxanne D. Howard,"97,",1
2974,When We Were Us,170,4.35,Elena Aitken,"97,",1
2975,"Long Road Home (Love in the Heartland, #3)",522,4.06,Stacey Lynn,"97,",1
2976,"Forgotten & Remembered: The Duke's Late Wife (Love's Second Chance: Tales of Lords and Ladies, #1)","4,031",3.91,Bree Wolf,"97,",1
2977,The Dark Awakening (Immortals of East Greenwich #1),302,4.12,D.L. Blade,"97,",1
2978,Always (Family Justice #1),858,4.38,Suzanne Halliday,"97,",1
2979,Kissing Mr. Mistletoe: Christmas in Napa  (Holiday in the Vineyard Novella #1),113,4.17,Kate Kisset,"97,",1
2980,Three's A Crowd (Three's A Crowd #1),95,4.02,Tierra Cox,"97,",1
2981,Snow Angel Season: Christmas in Eternity Springs / Christmas Wishing Tree,29,4.10,Emily March,"97,",1
2982,The Bargain (Davenport #0.5; Regency #1),"4,753",3.84,Mary Jo Putney,"97,",1
2983,40 Feet off the Ground!,167,3.98,Shobana Mahadevan,"97,",1
2984,The Empathy Engineer: A Novel,23,4.74,Sid Chattopadhyay,"97,",1
2985,"Phantom Shadows (Immortal Guardians, #3)","7,127",4.28,Dianne Duvall,"97,",1
2986,"A Bride of Convenience (The Bride Ships, #3)","1,845",4.27,Jody Hedlund,"97,",1
2987,Abs Lust Embarrassment: Desire #201,33,3.58,Ty Debauchee,"97,",1
2988,"Legally Yours (Spitfire, #1)","4,690",4.12,Nicole  French,"97,",1
2989,Swordheart,"8,516",4.22,T. Kingfisher,"97,",1
2990,So Much Better Your Way: Signed Jack (Love Still Lives #2),23,4.65,Theresa A. Laws,"97,",1
2991,Courage Johnathan,21,4.57,Heather Nadine Lenz,"97,",1
2992,Roughness in Love,3,3.33,Missi Angel,"97,",1
2993,"Deliver Her from Evil (Intrigue, #1)",avg,it,Andie Dubois,"97,",1
2994,Looking For A Love Of My Own,25,4.44,Tatum James,"97,",1
2995,The Dreaming,58,4.88,Amanda Sheridan,"97,",1
2996,Poemas Fod@s,avg,it,Gabriel F. Passos,"97,",1
2997,"A Rogue of One's Own (A League of Extraordinary Women, #2)","32,690",4.03,Evie Dunmore,"97,",1
2998,Tinkering with Love,256,3.41,Aliyah Burke,"97,",1
2999,Leverage,61,4.70,Katherine Black,"97,",1
3000,The Invisible Life of Addie LaRue,"791,135",4.21,V.E. Schwab,"97,",1
3001,The Royal We,"62,808",3.81,Heather Cocks,"97,",1
3002,"My Ruthless Opponent (The Ruthless Series, #1)",208,4.22,Sanjana Nidhi,"97,",1
3003,"Wolf Gone Wild  (Stay a Spell, #1)","10,826",4.01,Juliette Cross,"97,",1
